,Clinton Memorial Airport,Clinton,MO
CTZ,Sampson County Airport,Clinton,NC
CLG,New Coalinga Municipal Airport,Coalinga,CA
CFV,Coffeyville Municipal Airport,Coffeyville,KS
,Branch County Memorial Airport,Coldwater,MI
CRS,C David Campbell Field Corsicana Municipal Airport,Corsicana,TX
,Crawfordsville Regional Airport,Crawfordsville,IN
,Hobby Field,Creswell,OR
,Moraine Air Park,Dayton,OH
DFI,Defiance Memorial Airport,Defiance,OH
,Defuniak Springs Airport,Defuniak Springs,FL
,Delano Municipal Airport,Delano,CA
,Lake Lawn Airport,Delavan,WI
,Grosse Ile Municipal Airport,Detroit/Grosse Ile,MI
DVL,Devils Lake Regional Airport,Devils Lake,ND
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,NY
,International Peace Garden Airport,Dunseith,ND
ELA,Eagle Lake Airport,Eagle Lake,TX
EGV,Eagle River Union Airport,Eagle River,WI
,Effingham County Memorial Airport,Effingham,IL
,Horizon Airport,El Paso,TX
,Cecil County Airport,Elkton,MD
BLU,Blue Canyon Nyack Airport,Emigrant Gap,CA
EUF,Weedon Field,Eufaula,AL
FLX,Fallon Municipal Airport,Fallon,NV
,Falmouth Airpark,Falmouth,MA
FYM,Fayetteville Municipal Airport,Fayetteville,TN
,New London Airport,Forest,VA
,Potomac Airfield,Friendly,MD
GTY,Gettysburg Regional Airport,Gettysburg,PA
GOL,Gold Beach Municipal Airport,Gold Beach,OR
,Goldsboro-Wayne Municipal Airport,Goldsboro,NC
,Graham Municipal Airport,Graham,TX
,East Kansas City Airport,Grain Valley,MO
,Granbury Regional Airport,Granbury,TX
,Campbell Airport,Grayslake,IL
,Greenville Municipal Airport,Greenville,ME
,Hanford Municipal Airport,Hanford,CA
HLC,Hill City Municipal Airport,Hill City,KS
,South Texas Regional Airport at Hondo,Hondo,TX
,Platte Valley Airpark,Hudson,CO
,Indian Creek US Forest Service Airport,Indian Creek,ID
,Ionia County Airport,Ionia,MI
,Jacksonville Municipal Airport,Jacksonville,IL
,Ashe County Airport,Jefferson,NC
,Kearny Airport,Kearny,AZ
ILE,Skylark Field,Killeen,TX
,Lake Texoma State Park Airport,Kingston,OK
OKK,Kokomo Municipal Airport,Kokomo,IN
,Mc Elroy Airfield,Kremmling,CO
,Madeline Island Airport,La Pointe,WI
,La Porte Municipal Airport,La Porte,TX
,Skylark Field,Lake Elsinore,CA
,Whidbey Air Park,Langley,WA
,Laurel Municipal Airport,Laurel,MT
,Warren County Airport/John Lane Field,Lebanon,OH
LIC,Limon Municipal Airport,Limon,CO
,Logan County Airport,Lincoln,IL
,Lincolnton Lincoln County Regional Airport,Lincolnton,NC
,Little Falls-Morrison County-Lindbergh field,Little Falls,MN
,Livingston Municipal Airport,Livingston,TX
LHV,William T. Piper Memorial Airport,Lock Haven,PA
,Lodi Airpark,Lodi,CA
XMD,Madison Municipal Airport,Madison,SD
MDJ,Madras Municipal Airport,Madras,OR
,Maple Lake Municipal Airport,Maple Lake,MN
,Marble Canyon Airport,Marble Canyon,AZ
,Cape Cod Airport,Marston Mills,MA
MDF,Taylor County Airport,Medford,WI
,Jack Barstow Airport,Midland,MI
,Millinocket Municipal Airport,Millinocket,ME
,Iowa County Airport,Mineral Point,WI
,Berkeley County Airport,Moncks Corner,SC
,Monett Municipal Airport,Monett,MO
,Monroe Municipal Airport,Monroe,WI
,Marshall County Airport,Moundsville,WV
,Mountain Home Municipal Airport,Mountain Home,ID
HEZ,Hardy-Anders Field / Natchez-Adams County Airport,Natchez,MS
,Neosho Hugh Robinson Airport,Neosho,MO
ULM,New Ulm Municipal Airport,New Ulm,MN
IKB,Wilkes County Airport,North Wilkesboro,NC
,Perkins Field,Overton,NV
,Owosso Community Airport,Owosso,MI
,Calvada Meadows Airport,Pahrump,NV
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,Peru,IL
LQK,Pickens County Airport,Pickens,SC
POF,Poplar Bluff Municipal Airport,Poplar Bluff,MO
,Portland Mulino Airport,Portland-Mulino,OR
,Pottstown Municipal Airport,Pottstown,PA
PUC,Carbon County Regional/Buck Davis Field,Price,UT
,Quincy Municipal Airport,Quincy,FL
,Steven A. Bean Municipal Airport,Rangeley,ME
,Rio Linda Airport,Rio Linda,CA
,Rochelle Municipal Airport - Koritz Field,Rochelle,IL
,San Manuel Airport,San Manuel,AZ
,Sanford-Lee County Regional Airport,Sanford,NC
,Seaside Municipal Airport,Seaside,OR
,Sekiu Airport,Sekiu,WA
SOV,Seldovia Airport,Seldovia,AK
,Seligman Airport,Seligman,AZ
MIT,Shafter Airport - Minter Field,Shafter,CA
,Burnett County Airport,Siren,WI
,Slatington Airport,Slatington,PA
,South Haven Area Regional Airport,South Haven,MI
,Spanish Fork-Springville-Woodhouse Field Airport,Spanish Fork,UT
SAR,Sparta Community Hunter Field,Sparta,IL
VSF,Hartness State (Springfield) Airport,Springfield,VT
,Stanley Airport,Stanley,ID
TBR,Statesboro Bulloch County Airport,Statesboro,GA
SUE,Door County Cherryland Airport,Sturgeon Bay,WI
SWW,Avenger Field,Sweetwater,TX
,Taft Kern County Airport,Taft,CA
HAI,Three Rivers Municipal Dr Haines Airport,Three Rivers,MI
,New Garden Airport,Toughkenamon,PA
,Turlock Municipal Airport,Turlock,CA
,Umatilla Municipal Airport,Umatilla,FL
VDI,Vidalia Regional Airport,Vidalia,GA
AXV,Neil Armstrong Airport,Wapakoneta,OH
,Washington Regional Airport,Washington,MO
LNN,Willoughby Lost Nation Municipal Airport,Willoughby,OH
,Winona Municipal-Max Conrad Field,Winona,MN
,Woodlake Airport,Woodlake,CA
BJJ,Wayne County Airport,Wooster,OH
,Yucca Valley Airport,Yucca Valley,CA
KEH,Kenmore Air Harbor Inc Seaplane Base,Kenmore,WA
,Austin Executive Airport,Austin,TX
AKN,King Salmon Airport,King Salmon,AK
ATY,Watertown Regional Airport,Watertown,SD
LTS,Altus Air Force Base,Altus,OK
CIU,Chippewa County International Airport,Sault Ste Marie,MI
BET,Bethel Airport,Bethel,AK
SCC,Deadhorse Airport,Deadhorse,AK
HMN,Holloman Air Force Base,Alamogordo,NM
CBM,Columbus Air Force Base,Columbus,MS
LUF,Luke Air Force Base,Glendale,AZ
MGE,Dobbins Air Reserve Base,Marietta,GA
SKA,Fairchild Air Force Base,Spokane,WA
ALM,Alamogordo White Sands Regional Airport,Alamogordo,NM
IAB,Mc Connell Air Force Base,Wichita,KS
YAK,Yakutat Airport,Yakutat,AK
BKX,Brookings Regional Airport,Brookings,SD
LUP,Kalaupapa Airport,Kalaupapa,HI
,Corpus Christi Naval Air Station/Truax Field,Corpus Christi,TX
CSV,Crossville Memorial Whitson Field,Crossville,TN
LSF,Lawson Army Air Field (Fort Benning),Fort Benning(Columbus),GA
GWO,Greenwood–Leflore Airport,Greenwood,MS
HHI,Wheeler Army Airfield,Wahiawa,HI
BDE,Baudette International Airport,Baudette,MN
BBD,Curtis Field,Brady,TX
FCS,Butts AAF (Fort Carson) Air Field,Fort Carson,CO
GDV,Dawson Community Airport,Glendive,MT
RDR,Grand Forks Air Force Base,Grand Forks,ND
GUY,Guymon Municipal Airport,Guymon,OK
HVR,Havre City County Airport,Havre,MT
HBR,Hobart Regional Airport,Hobart,OK
,Los Alamitos Army Air Field,Los Alamitos,CA
ARA,Acadiana Regional Airport,New Iberia,LA
RSL,Russell Municipal Airport,Russell,KS
SMN,Lemhi County Airport,Salmon,ID
AXB,Maxson Airfield,Alexandria Bay,NY
AIA,Alliance Municipal Airport,Alliance,NE
,Bacon County Airport,Alma,GA
AMN,Gratiot Community Airport,Alma,MI
AXS,Altus Quartz Mountain Regional Airport,Altus,OK
,Trinca Airport,Andover,NJ
ATS,Artesia Municipal Airport,Artesia,NM
ASQ,Austin Airport,Austin,NV
,Huron County Memorial Airport,Bad Axe,MI
,Belen Regional Airport,Belen,NM
,Beloit Airport,Beloit,WI
,Benson Municipal Airport,Benson,AZ
BGQ,Big Lake Airport,Big Lake,AK
BKT,Allen C Perkinson Blackstone Army Air Field,Blackstone,VA
,Blaine Municipal Airport,Blaine,WA
,Bloomsburg Municipal Airport,Bloomsburg,PA
BNW,Boone Municipal Airport,Boone,IA
BGD,Hutchinson County Airport,Borger,TX
,Boyceville Municipal Airport,Boyceville,WI
BKD,Stephens County Airport,Breckenridge,TX
,Pilot Country Airport,Brooksville,FL
,Williams County Airport,Bryan,OH
,Sun Valley Airport,Bullhead City,AZ
,Lake Anna Airport,Bumpass,VA
BTP,Pittsburgh/Butler Regional Airport,Butler,PA
,Cairo Grady County Airport,Cairo,GA
,Camdenton Memorial Airport,Camdenton,MO
,Panola County Sharpe Field,Carthage,TX
,Casselton Robert Miller Regional Airport,Casselton,ND
,Chamberlain USFS Airport,Chamberlain Guard Station,ID
QWG,Wilgrove Air Park,Charlotte,NC
,Chillicothe Municipal Airport,Chillicothe,MO
CKV,Clarksville–Montgomery County Regional Airport,Clarksville,TN
,Hardwick Field,Cleveland,TN
,Perkiomen Valley Airport,Collegeville,PA
,Colorado City Municipal Airport,Colorado City,AZ
MRC,Maury County Airport,Columbia/Mount Pleasant,TN
,Crisp County Cordele Airport,Cordele,GA
,Corning Municipal Airport,Corning,CA
,Crisfield Municipal Airport,Crisfield,MD
CKN,Crookston Municipal Kirkwood Field,Crookston,MN
,Cullman Regional Airport-Folsom Field,Cullman,AL
,Lumpkin County Wimpys Airport,Dahlonega,GA
,Air Park Dallas Airport,Dallas,TX
,Danielson Airport,Danielson,CT
DEH,Decorah Municipal Airport,Decorah,IA
,Deer Park Airport,Deer Park,WA
DLN,Dillon Airport,Dillon,MT
,Dixon Municipal Charles R. Walgreen Field,Dixon,IL
DGW,Converse County Airport,Douglas,WY
DUC,Halliburton Field,Duncan,OK
,Dyersburg Regional Airport,Dyersburg,TN
ESP,Stroudsburg Pocono Airport,East Stroudsburg,PA
,Sandia Airpark Estates East Airport,Edgewood,NM
,Tri Cities Airport,Endicott,NY
,Samoa Field Airport,Eureka,CA
,Brenner Field,Falls City,NE
FID,Elizabeth Field,Fishers Island,NY
,Forest Lake Airport,Forest Lake,MN
BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,TX
,Fremont Municipal Airport,Fremont,MI
,Sierra Sky Park Airport,Fresno,CA
,Gardner Municipal Airport,Gardner,KS
,Geneseo Airport,Geneseo,NY
,Granby Grand County Airport,Granby,CO
IDH,Idaho County Airport,Grangeville,ID
,Greensburg Municipal Airport,Greensburg,IN
GRE,Greenville Airport,Greenville,IL
,Guntersville Municipal Joe Starnes Field,Guntersville,AL
,Cal Black Memorial Airport,Halls Crossing,UT
,Ravalli County Airport,Hamilton,MT
,Hamilton Municipal Airport,Hamilton,TX
,Rusk County Airport,Henderson,TX
,Hillsboro Municipal Airport,Hillsboro,ND
,Field of Dreams Airport,Hinckley,MN
,Homerville Airport,Homerville,GA
,Hopedale Industrial Park Airport,Hopedale,MA
HUM,Houma Terrebonne Airport,Houma,LA
HUJ,Stan Stamper Municipal Airport,Hugo,OK
,Moontown Airport,Huntsville,AL
,Hyampom Airport,Hyampom,CA
,Independence Municipal Airport,Independence,IA
,Jackson County Airport,Jefferson,GA
JOT,Joliet Regional Airport,Joliet,IL
,Roy Williams Airport,Joshua Tree,CA
,Duplin County Airport,Kenansville,NC
,Kent State University Airport,Kent,OH
,Hardin County Airport,Kenton,OH
,Keystone Airpark,Keystone Heights,FL
LPO,La Porte Municipal Airport,La Porte,IN
,Marshall County Airport,Lacon,IL
,Lakewood Airport,Lakewood,NJ
,Toledo Suburban Airport,Lambertville,MI
,Le Roy Airport,Le Roy,NY
,Floyd W. Jones Lebanon Airport,Lebanon,MO
,Ellington Airport,Lewisburg,TN
,Liberty Municipal Airport,Liberty,TX
,Livingston Municipal Airport,Livingston,TN
LPC,Lompoc Airport,Lompoc,CA
,Town & Country Airpark,Lubbock,TX
,Falwell Airport,Lynchburg,VA
,Monroe County Airport,Madisonville,TN
,Maquoketa Municipal Airport,Maquoketa,IA
,Marion County Airport,Marion,SC
,Mountain Empire Airport,Marion/Wytheville,VA
MXG,Marlboro Airport,Marlboro,MA
,Brooks Field,Marshall,MI
,Marshalltown Municipal Airport,Marshalltown,IA
,Northwest Missouri Regional Airport,Maryville,MO
,Mason Jewett Field,Mason,MI
MTO,Coles County Memorial Airport,Mattoon/Charleston,IL
MEJ,Port Meadville Airport,Meadville,PA
,Medina Municipal Airport,Medina,OH
,Summit Airport,Middletown,DE
,Whiting Field Naval Air Station South Airport,Milton,FL
,Mineral Canyon Strip,Moab,UT
,Smith Mountain Lake Airport,Moneta,VA
,Lake Norman Airpark,Mooresville,NC
,Morgan County Airport,Morgan,UT
,Moriarty Municipal Airport,Moriarty,NM
MPJ,Petit Jean Park Airport,Morrilton,AR
,Midwest National Air Center Airport,Mosby,MO
,Moultonboro Airport,Moultonboro,NH
,Mount Airy Surry County Airport,Mount Airy,NC
LLY,South Jersey Regional Airport,Mount Holly,NJ
,Mt. Vernon Outland Airport,Mount Vernon,IL
NPH,Nephi Municipal Airport,Nephi,UT
,Nevada Municipal Airport,Nevada,MO
,New Castle Municipal Airport,New Castle,PA
,New Holstein Municipal Airport,New Holstein,WI
ONL,The O'Neill Municipal John L Baker Field,O'Neill,NE
,Odessa Schlemeyer Field,Odessa,TX
OGS,Ogdensburg International Airport,Ogdensburg,NY
,Clarence E Page Municipal Airport,Oklahoma City,OK
,Olney Municipal Airport,Olney,TX
,Dorothy Scott Airport,Oroville,WA
,Henderson Oxford Airport,Oxford,NC
PGO,Stevens Field,Pagosa Springs,CO
,Pauls Valley Municipal Airport,Pauls Valley,OK
,Perry Houston County Airport,Perry,GA
,Perry-Warsaw Airport,Perry,NY
PGC,Grant County Airport,Petersburg,WV
,Price County Airport,Phillips,WI
,Atkinson Municipal Airport,Pittsburg,KS
,Portland Municipal Airport,Portland,IN
PMH,Greater Portsmouth Regional Airport,Portsmouth,OH
PCD,Prairie Du Chien Municipal Airport,Prairie Du Chien,WI
,Sauk-Prairie Airport,Prairie Du Sac,WI
,Rangely Airport,Rangely,CO
RTN,Raton Municipal-Crews Field,Raton,NM
,Reedley Municipal Airport,Reedley,CA
,Reedsburg Municipal Airport,Reedsburg,WI
,Rockingham County NC Shiloh Airport,Reidsville,NC
,Spanish Springs Airport,Reno,NV
RNZ,Jasper County Airport,Rensselaer,IN
RXE,Rexburg Madison County Airport,Rexburg,ID
,Richland Airport,Richland,WA
,Richmond Municipal Airport,Richmond,IN
,River Ranch Resort Airport,River Ranch,FL
RKH,Rock Hill - York County Airport,Rock Hill,SC
,Rush City Regional Airport,Rush City,MN
RSN,Ruston Regional Airport,Ruston,LA
,Ruth Airport,Ruth,CA
,Searcy Municipal Airport,Searcy,AR
,Shawano Municipal Airport,Shawano,WI
,Shelbyville Municipal Airport,Shelbyville,IN
,Shell Lake Municipal Airport,Shell Lake,WI
,Shenandoah Municipal Airport,Shenandoah,IA
,Sheridan Airport,Sheridan,IN
,Sidney Municipal Airport,Sidney,OH
,Apex Airpark,Silverdale,WA
,Simsbury Airport,Simsbury,CT
,William M Tuck Airport,South Boston,VA
,Mecklenburg Brunswick Regional Airport,South Hill,VA
RTL,Spirit Lake Municipal Airport,Spirit Lake,IA
STQ,St Marys Municipal Airport,St Marys,PA
,Thomas Creek Airport,Stanley,ID
SYN,Stanton Airfield,Stanton,MN
STK,Sterling Municipal Airport,Sterling,CO
,Merkel Field Sylacauga Municipal Airport,Sylacauga,AL
,Tallahassee Commercial Airport,Tallahassee /Havana/,FL
TSM,Taos Regional Airport,Taos,NM
,Temple Bar Airport,Temple Bar,AZ
TVI,Thomasville Regional Airport,Thomasville,GA
,Three Forks Airport,Three Forks,MT
TKJ,Tok Junction Airport,Tok,AK
TLR,Mefford Field,Tulare,CA
,Twitchell Airport,Turner,ME
,Moton Field Municipal Airport,Tuskegee,AL
,Richard B Helgeson Airport,Two Harbors,MN
,Gravelly Valley Airport,Upper Lake,CA
VLA,Vandalia Municipal Airport,Vandalia,IL
CNW,TSTC Waco Airport,Waco,TX
WAH,Harry Stern Airport,Wahpeton,ND
,Kobelt Airport,Wallkill,NY
,Skyhaven Airport,Warrensburg,MO
,Waseca Municipal Airport,Waseca,MN
,Washington Municipal Airport,Washington,IA
OCW,Warren Field,Washington,NC
,Wayne Municipal Airport,Wayne,NE
,Thomas P Stafford Airport,Weatherford,OK
,Wellington Municipal Airport,Wellington,KS
ELZ,"Wellsville Municipal Arpt,Tarantine Field",Wellsville,NY
,Brandywine Regional Airport,West Chester,PA
,Wetumpka Municipal Airport,Wetumpka,AL
WHT,Wharton Regional Airport,Wharton,TX
HIE,Mount Washington Regional Airport,Whitefield,NH
GCT,Grand Canyon Bar Ten Airstrip,Whitmore,AZ
,Westosha Airport,Wilmot,WI
,Randolph County Airport,Winchester,IN
,Winchester Municipal Airport,Winchester,TN
ISS,Wiscasset Airport,Wiscasset,ME
,Sutter County Airport,Yuba City,CA
AIY,Atlantic City Municipal Bader Field,Atlantic City,NJ
BKG,Branson Airport,Branson,MO
ADQ,Kodiak Airport,Kodiak,AK
RND,Randolph Air Force Base,Universal City,TX
CVS,Cannon Air Force Base,Clovis,NM
DLF,DLF Airport,Del Rio,TX
MUE,Waimea Kohala Airport,Kamuela,HI
,North Little Rock Municipal Airport,North Little Rock,AR
OZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,AL
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,CA
ALI,Alice International Airport,Alice,TX
BTT,Bettles Airport,Bettles,AK
GKN,Gulkana Airport,Gulkana,AK
VDZ,Valdez Pioneer Field,Valdez,AK
CDS,Childress Municipal Airport,Childress,TX
EGI,Duke Field,Crestview,FL
CTB,Cut Bank International Airport,Cut Bank,MT
FBG,Simmons Army Air Field,Fort Bragg,NC
HUL,Houlton International Airport,Houlton,ME
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,HI
NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,CA
MBG,Mobridge Municipal Airport,Mobridge,SD
,Camp Pendleton MCAS (Munn Field) Airport,Oceanside,CA
OGB,Orangeburg Municipal Airport,Orangeburg,SC
PWY,Ralph Wenz Field,Pinedale,WY
TOI,Troy Municipal Airport at N Kenneth Campbell Field,Troy,AL
NTU,Oceana Naval Air Station,Virginia Beach,VA
,Abbeville Chris Crusta Memorial Airport,Abbeville,LA
,Cook County Airport,Adel,GA
ADG,Lenawee County Airport,Adrian,MI
NRI,Grand Lake Regional Airport,Afton,OK
,Aitkin Municipal Steve Kurtz Field,Aitkin,MN
,Padgham Field,Allegan,MI
,American Falls Airport,American Falls,ID
AHH,Amery Municipal Airport,Amery,WI
,Andrews County Airport,Andrews,TX
,Flying Ten Airport,Archer,FL
,Ashland Regional Airport,Ashland,KY
,Ashland County Airport,Ashland,OH
MMI,McMinn County Airport,Athens,TN
,De Kalb County Airport,Auburn,IN
BGT,Bagdad Airport,Bagdad,AZ
,Butter Valley Golf Port Airport,Bally,PA
BNL,Barnwell Regional Airport,Barnwell,SC
,Tanner Hiller Airport,Barre/Barre Plains,MA
BVX,Batesville Regional Airport,Batesville,AR
,Goheen Airport,Battle Ground,WA
,Baxley Municipal Airport,Baxley,GA
,Bay Minette Municipal Airport,Bay Minette,AL
,Bayport Aerodrome,Bayport,NY
BTY,Beatty Airport,Beatty,NV
,Belfast Municipal Airport,Belfast,ME
,Belle Glade State Municipal Airport,Belle Glade,FL
,Carroll County Airport,Berryville,AR
,Grimes Airport,Bethel,PA
,Biddeford Municipal Airport,Biddeford,ME
,Cabin Creek US Forest Service Airport,Big Creek Ranger Station,ID
,Boundary County Airport,Bonners Ferry,ID
,Borrego Air Ranch Airport,Borrego Springs,CA
,Boscobel Airport,Boscobel,WI
,Bowie Municipal Airport,Bowie,TX
,Brewton Municipal Airport,Brewton,AL
,Bridgewater Air Park,Bridgewater,VA
,Brush Municipal Airport,Brush,CO
,Upshur County Regional Airport,Buckhannon,WV
,Buffalo Municipal Airport,Buffalo,MN
,Eagle Airpark,Bullhead City,AZ
,Cabool Memorial Airport,Cabool,MO
,Harrison County Airport,Cadiz,OH
,Cameron Municipal Airpark,Cameron,TX
,Sulphur Creek Ranch Airport,Cascade,ID
,Cedarville Airport,Cedarville,CA
CHL,Challis Airport,Challis,ID
,Upper Loon Creek US Forest Service Airport,Challis,ID
,Ranchaero Airport,Chico,CA
,Lake Country Regional Airport,Clarksville,VA
,Cleveland Municipal Airport,Cleveland,TX
CSM,Clinton Sherman Airport,Clinton,OK
,Cloquet Carlton County Airport,Cloquet,MN
,Collegedale Municipal Airport,Collegedale,TN
,Woltermann Memorial Airport,Columbus,MT
,Darby Dan Airport,Columbus,OH
,Robert R Wells Jr Airport,Columbus,TX
,Cavanaugh Bay Airport,Coolin,ID
CKU,Cordova Municipal Airport,Cordova,AK
CRX,Roscoe Turner Airport,Corinth,MS
,Cottage Grove State Airport,Cottage Grove,OR
COT,Cotulla-La Salle County Airport,Cotulla,TX
,Round Valley Airport,Covelo,CA
,Covington Municipal Airport,Covington,TN
,Darlington County Airport,Darlington,SC
,Darrington Municipal Airport,Darrington,WA
,Mark Anton Airport,Dayton,TN
,Dayton Valley Airpark,Dayton/Carson City,NV
,Spruce Creek Airport,Daytona Beach,FL
DCU,Pryor Field Regional Airport,Decatur,AL
,Dixie US Forest Service Airport,Dixie,ID
,Wilson Bar US Forest Service Airport,Dixie,ID
,Douglas Municipal Airport,Douglas,GA
DBN,W H 'Bud' Barron Airport,Dublin,GA
,Moore County Airport,Dumas,TX
MHS,Dunsmuir Muni-Mott Airport,Dunsmuir,CA
,Dutch John Airport,Dutch John,UT
,East Gull Lake Airport,East Gull Lake,MN
,East Troy Municipal Airport,East Troy,WI
,Heart of Georgia Regional Airport,Eastman,GA
,Eastport Municipal Airport,Eastport,ME
RQO,El Reno Regional Airport,El Reno,OK
,Eldon Model Airpark,Eldon,MO
,Eldorado Airport,Eldorado,TX
GCD,Grand Coulee Dam Airport,Electric City,WA
,Elizabethton Municipal Airport,Elizabethton,TN
,Curtis L Brown Jr Field,Elizabethtown,NC
,Elk Grove Airport,Elk Grove,CA
,Elkin Municipal Airport,Elkin,NC
,Joseph Y Resnick Airport,Ellenville,NY
,Ellington Airport,Ellington,CT
,Elma Municipal Airport,Elma,WA
,Ennis Municipal Airport,Ennis,TX
EPH,Ephrata Municipal Airport,Ephrata,WA
,Evergreen Regional Airport/Middleton Field,Evergreen,AL
,Fairmont Municipal-Frankman Field,Fairmont,WV
,Richard Arthur Field,Fayette,AL
FIL,Fillmore Municipal Airport,Fillmore,UT
FMU,Florence Municipal Airport,Florence,OR
,Foley Municipal Airport,Foley,AL
FBR,Fort Bridger Airport,Fort Bridger,WY
,Fort Collins Downtown Airport,Fort Collins,CO
,Scott Valley Airport,Fort Jones,CA
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Fort Stewart(Hinesville),GA
SMD,Smith Field,Fort Wayne,IN
,Bourland Field,Fort Worth,TX
,Rohnerville Airport,Fortuna,CA
,Frankfort Municipal Airport,Frankfort,IN
FDR,Frederick Regional Airport,Frederick,OK
FEP,Albertus Airport,Freeport,IL
,Fremont Airport,Fremont,OH
FRH,French Lick Municipal Airport,French Lick,IN
FRY,Eastern Slopes Regional Airport,Fryeburg,ME
,Covey Trails Airport,Fulshear,TX
,Twin County Airport,Galax Hillsville,VA
,Garberville Airport,Garberville,CA
GGE,Georgetown County Airport,Georgetown,SC
GLW,Glasgow Municipal Airport,Glasgow,KY
BFG,Bullfrog Basin Airport,Glen Canyon Natl Rec Area,UT
,Possum Kingdom Airport,Graford,TX
,Hutson Field,Grafton,ND
,Grand Haven Memorial Airpark,Grand Haven,MI
GTG,Grantsburg Municipal Airport,Grantsburg,WI
,Air Harbor Airport,Greensboro,NC
,Grove City Airport,Grove City,PA
,Camp Guernsey Airport,Guernsey,WY
PAK,Port Allen Airport,Hanapepe,HI
,Cranland Airport,Hanson,MA
,Harbor Springs Airport,Harbor Springs,MI
,Hastings Airport,Hastings,MI
HSI,Hastings Municipal Airport,Hastings,NE
HNC,Billy Mitchell Airport,Hatteras,NC
,Hayfork Airport,Hayfork,CA
,Heber Springs Municipal Airport,Heber Springs,AR
HEE,Thompson-Robbins Airport,Helena/West Helena,AR
,Hendersonville Airport,Hendersonville,NC
HES,Hermiston Municipal Airport,Hermiston,OR
,Higginsville Industrial Municipal Airport,Higginsville,MO
,Hawthorne Feather Airpark,Hillsboro,NH
,Highland County Airport,Hillsboro,OH
,Hillsboro Municipal Airport,Hillsboro,TX
,Hinckley Airport,Hinckley,IL
,Hope Municipal Airport,Hope,AR
,Horseshoe Bend Airport,Horseshoe Bend,AR
,Westheimer Air Park,Houston,TX
,Lenhardt Airpark,Hubbard,OR
,Huntington Municipal Airport,Huntington,IN
,McCurtain County Regional Airport,Idabel,OK
,Maryland Airport,Indian Head,MD
,Hendricks County Gordon Graham Field,Indianapolis,IN
IMT,Ford Airport,Iron Mountain / Kingsford,MI
,Colonel Tommy C Stiner Airfield,Jacksboro,TN
,Jackson Municipal Airport,Jackson,MN
,Herlong Airport,Jacksonville,FL
,Jacumba Airport,Jacumba,CA
,Walker County Airport-Bevill Field,Jasper,AL
,Jerome County Airport,Jerome,ID
,Shoshone County Airport,Kellogg,ID
,Lunenburg County Airport,Kenbridge,VA
,Rusk County Airport,Ladysmith,WI
XES,Grand Geneva Resort Airport,Lake Geneva,WI
,Frontier Airpark,Lake Stevens,WA
,South Lakeland Airport,Lakeland,FL
,Fairfield County Airport,Lancaster,OH
,Landmark US Forest Service Airport,Landmark,ID
,Dupont-Lapeer Airport,Lapeer,MI
,Levelland Municipal Airport,Levelland,TX
LXN,Jim Kelly Field,Lexington,NE
LIZ,Loring International Airport,Limestone,ME
LAM,Los Alamos Airport,Los Alamos,NM
DXE,Bruce Campbell Field,Madison,MS
,Mahoney Creek US Forest Service Airport,Mahoney Creek,ID
MBL,Manistee Co Blacker Airport,Manistee,MI
NTJ,Manti-Ephraim Airport,Manti,UT
MZZ,Marion Municipal Airport,Marion,IN
MHL,Marshall Memorial Municipal Airport,Marshall,MO
,Mattituck Airport,Mattituck,NY
MXE,Laurinburg Maxton Airport,Maxton,NC
RNC,Warren County Memorial Airport,Mc Minnville,TN
,William Robert Johnston Municipal Airport,Mendota,CA
MNM,Menominee Regional Airport,Menominee,MI
,Randall Airport,Middletown,NY
,Mina Airport,Mina,NV
,Wood County Airport,Mineola/Quitman,TX
ARV,Lakeland-Noble F. Lee Memorial field,Minocqua-Woodruff,WI
MVC,Monroe County Aeroplex Airport,Monroeville,AL
MVL,Morrisville Stowe State Airport,Morrisville,VT
,Mt Pleasant Regional-Faison field,Mount Pleasant,SC
,Muskogee-Davis Regional Airport,Muskogee,OK
OCH,A L Mangham Jr. Regional Airport,Nacogdoches,TX
,Cornelia Fort Airpark,Nashville,TN
,Natchitoches Regional Airport,Natchitoches,LA
,New Cuyama Airport,New Cuyama,CA
,Mauston New Lisbon Union Airport,New Lisbon,WI
,New Meadows Airport,New Meadows,ID
,Massey Ranch Airpark,New Smyrna Beach,FL
,Cushing Field Ltd Airport,Newark,IL
,Chehalem Airpark,Newberg,OR
,Sportsman Airpark,Newberg,OR
,Parlin Field,Newport,NH
EFK,Northeast Kingdom International Airport,Newport,VT
,Northwood Municipal Vince Field,Northwood,ND
,Garrett County Airport,Oakland,MD
,Cattaraugus County-Olean Airport,Olean,NY
,Scott Municipal Airport,Oneida,TN
,St Landry Parish Ahart Field,Opelousas,LA
,Oskaloosa Municipal Airport,Oskaloosa,IA
,Ottawa Municipal Airport,Ottawa,KS
,Oxford County Regional Airport,Oxford,ME
PFC,Pacific City State Airport,Pacific City,OR
